date,temperature,humidity,luminosity
2020-12-03 15:59:09.224,18.1,20.1,44
2020-12-03 15:59:06.947,18.1,20.2,44
2020-12-03 15:59:04.670,18.1,20.1,45
2020-12-03 15:59:02.397,18.1,20.1,44
2020-12-03 15:59:00.120,18.1,20.2,44
2020-12-03 15:58:57.842,18.1,20.1,45
2020-12-03 15:58:55.565,18.1,20.1,45
2020-12-03 15:58:53.288,18.1,20.1,45
2020-12-03 15:58:51.011,18.1,20.0,44
2020-12-03 15:58:48.733,18.1,20.0,44
2020-12-03 15:58:46.456,18.1,20.0,45
2020-12-03 15:58:44.179,18.1,20.0,45
2020-12-03 15:58:41.902,18.1,20.0,44
2020-12-03 15:58:39.624,18.1,20.0,44
2020-12-03 15:58:37.347,18.1,19.9,44
2020-12-03 15:58:35.070,18.1,19.9,45
2020-12-03 15:58:32.793,18.2,20.0,45
2020-12-03 15:58:30.520,18.2,19.9,45
2020-12-03 15:58:28.243,18.1,19.9,45
2020-12-03 15:58:25.965,18.1,19.8,45
2020-12-03 15:58:23.688,18.2,19.9,45
2020-12-03 15:58:21.411,18.1,19.8,44
2020-12-03 15:58:19.133,18.2,19.9,44
2020-12-03 15:58:16.856,18.2,19.9,44
2020-12-03 15:58:14.579,18.2,19.9,45
2020-12-03 15:58:12.302,18.2,19.9,45
2020-12-03 15:58:10.025,18.2,19.9,45
2020-12-03 15:58:07.747,18.2,19.9,45
2020-12-03 15:58:05.470,18.2,19.9,45
2020-12-03 15:58:03.193,18.2,20.0,45
2020-12-03 15:58:00.916,18.2,20.0,45
2020-12-03 15:57:58.639,18.2,20.0,45
2020-12-03 15:57:56.365,18.2,20.1,44
2020-12-03 15:57:54.088,18.2,20.1,46
2020-12-03 15:57:51.811,18.2,20.1,46
2020-12-03 15:57:49.534,18.2,20.1,46
2020-12-03 15:57:47.256,18.2,20.0,46
2020-12-03 15:57:44.979,18.2,20.0,45
2020-12-03 15:57:42.702,18.2,20.0,45
2020-12-03 15:57:40.425,18.2,20.0,45
2020-12-03 15:57:38.147,18.2,20.1,45
2020-12-03 15:57:35.870,18.2,20.1,45
2020-12-03 15:57:33.593,18.2,20.1,45
2020-12-03 15:57:31.316,18.2,20.2,45
2020-12-03 15:57:29.039,18.2,20.1,45
2020-12-03 15:57:26.765,18.2,20.0,45
2020-12-03 15:57:24.488,18.2,20.0,46
2020-12-03 15:57:22.211,18.2,20.0,46
2020-12-03 15:57:19.934,18.2,20.0,46
2020-12-03 15:57:17.657,18.2,20.0,45
2020-12-03 15:57:15.379,18.2,20.0,46
2020-12-03 15:57:13.102,18.2,20.1,45
2020-12-03 15:57:10.825,18.2,20.1,44
2020-12-03 15:57:08.547,18.2,20.1,45
2020-12-03 15:57:06.271,18.2,20.1,46
2020-12-03 15:57:03.993,18.2,20.0,47
2020-12-03 15:57:01.716,18.2,20.0,46
2020-12-03 15:56:59.439,18.2,20.0,46
2020-12-03 15:56:57.161,18.2,20.0,46
2020-12-03 15:56:54.888,18.2,20.1,46
2020-12-03 15:56:52.611,18.2,20.0,45
2020-12-03 15:56:50.334,18.2,20.1,45
2020-12-03 15:56:48.057,18.2,20.1,45
2020-12-03 15:56:45.779,18.2,20.1,45
2020-12-03 15:56:43.502,18.2,20.1,46
2020-12-03 15:56:41.225,18.2,20.1,46
2020-12-03 15:56:38.948,18.2,20.0,45
2020-12-03 15:56:36.670,18.2,20.1,45
2020-12-03 15:56:34.393,18.2,20.1,44
2020-12-03 15:56:32.116,18.2,20.0,44
2020-12-03 15:56:29.838,18.2,20.0,45
2020-12-03 15:56:27.561,18.2,20.0,44
2020-12-03 15:56:25.284,18.2,20.0,44
2020-12-03 15:56:23.011,18.2,20.0,44
2020-12-03 15:56:20.734,18.2,20.0,44
2020-12-03 15:56:18.456,18.2,19.9,44
2020-12-03 15:56:16.179,18.2,19.9,44
2020-12-03 15:56:13.903,18.2,19.9,44
2020-12-03 15:56:11.625,18.2,20.0,45
2020-12-03 15:56:09.347,18.2,19.9,45
2020-12-03 15:56:07.071,18.2,19.9,45
2020-12-03 15:56:04.793,18.2,19.9,44
2020-12-03 15:56:02.516,18.2,19.9,44
2020-12-03 15:56:00.239,18.2,19.8,44
2020-12-03 15:55:57.962,18.2,19.8,44
2020-12-03 15:55:55.684,18.2,19.8,44
2020-12-03 15:55:53.407,18.2,19.8,44
2020-12-03 15:55:51.134,18.2,19.8,45
2020-12-03 15:55:48.857,18.2,19.8,42
2020-12-03 15:55:46.579,18.2,19.9,44
2020-12-03 15:55:44.302,18.2,19.9,45
2020-12-03 15:55:42.025,18.2,20.0,44
2020-12-03 15:55:39.748,18.2,20.0,44
2020-12-03 15:55:37.470,18.3,20.1,44
2020-12-03 15:55:35.194,18.3,20.1,44
2020-12-03 15:55:32.916,18.2,20.1,44
